Order_ID,Date,City,Vehicle_Type,Weather_Condition,Distance_km,Estimated_Time_min,Actual_Time_min,Delivery_Cost,Customer_Rating,Delivery_Delay,Delivery_Efficiency,Delivery_Cost_Efficiency,Distance by bins
ORD10213,10-27-2025,Mumbai,Bicycle,RAINY,NULL,38,45,72,4,7,SLIGHT DELAY,NULL,Unknown
ORD10214,27-09-2025,Bengaluru,EV Scooter,RAINY,5.90,33,63,109,2,30,LONG DELAY,18.47,5-10 km
ORD10215,02-26-2026,Bengaluru,Petrol Bike,CLEAR,12.30,59,77,173,1,18,LONG DELAY,14.07,10+ km
ORD10216,11-02-2025,Mumbai,EV Scooter,RAINY,8.80,45,79,138,1,34,LONG DELAY,15.68,5-10 km
ORD10217,11-12-2025,Mumbai,EV Scooter,TRAFFIC,9.30,47,999,143,2,952,LONG DELAY,15.38,5-10 km
ORD10218,09-17-2025,Delhi,Bicycle,RAINY,6.10,34,35,61,5,1,SLIGHT DELAY,10.00,5-10 km
ORD10219,01-31-2026,Mumbai,Bicycle,CLEAR,5.90,33,42,59,5,9,SLIGHT DELAY,10.00,5-10 km
ORD10220,20-02-2026,Bengaluru,EV Scooter,RAINY,2.60,20,51,76,2,31,LONG DELAY,29.23,0-5 km
ORD10221,18-12-2025,Delhi,Bicycle,RAINY,8.80,45,75,138,2,30,LONG DELAY,15.68,5-10 km
ORD10222,09-03-2025,Bengaluru,Petrol Bike,TRAFFIC,6.70,36,46,67,5,10,SLIGHT DELAY,10.00,5-10 km
ORD10223,27-10-2025,Bengaluru,EV Scooter,RAINY,3.40,23,57,84,2,34,LONG DELAY,24.71,0-5 km
ORD10224,30-09-2025,Mumbai,Petrol Bike,CLEAR,11.60,56,85,166,1,29,LONG DELAY,14.31,10+ km
ORD10225,03-11-2025,Bengaluru,Petrol Bike,RAINY,5.90,33,30,59,4,-3,ON TIME,10.00,5-10 km
ORD10226,02-24-2026,Delhi,Bicycle,TRAFFIC,3.30,23,22,33,4,-1,ON TIME,10.00,0-5 km
ORD10227,01-31-2026,Bengaluru,Bicycle,RAINY,5.10,30,33,51,4,3,SLIGHT DELAY,10.00,5-10 km
ORD10228,12-15-2025,Bengaluru,Bicycle,RAINY,10.80,53,72,158,1,19,LONG DELAY,14.63,10+ km
ORD10229,04-01-2026,Delhi,Petrol Bike,TRAFFIC,6.30,35,32,63,4,-3,ON TIME,10.00,5-10 km
ORD10230,02-25-2026,Bengaluru,Petrol Bike,TRAFFIC,5.60,32,27,56,4,-5,ON TIME,10.00,5-10 km
ORD10231,02-18-2026,Delhi,EV Scooter,TRAFFIC,4.00,26,34,40,5,8,SLIGHT DELAY,10.00,0-5 km
ORD10232,26-01-2026,Delhi,Petrol Bike,RAINY,13.50,64,80,185,NULL,16,LONG DELAY,13.70,10+ km
ORD10233,10-11-2025,Bengaluru,Petrol Bike,RAINY,14.90,69,88,199,NULL,19,LONG DELAY,13.36,10+ km
ORD10234,09-22-2025,Delhi,EV Scooter,CLEAR,6.50,36,40,65,5,4,SLIGHT DELAY,10.00,5-10 km
ORD10235,01-09-2025,Bengaluru,EV Scooter,RAINY,8.30,43,999,133,1,956,LONG DELAY,16.02,5-10 km
ORD10236,10-04-2025,Bengaluru,Petrol Bike,CLEAR,11.20,54,72,162,2,18,LONG DELAY,14.46,10+ km
ORD10237,10-05-2025,Delhi,EV Scooter,CLEAR,8.40,43,58,84,5,15,SLIGHT DELAY,10.00,5-10 km
ORD10238,10-09-2025,Mumbai,Bicycle,TRAFFIC,13.00,62,79,180,1,17,LONG DELAY,13.85,10+ km
ORD10239,12-19-2025,Bengaluru,EV Scooter,RAINY,10.00,50,77,150,2,27,LONG DELAY,15.00,5-10 km
ORD10240,02-16-2026,Bengaluru,Bicycle,RAINY,11.50,56,80,165,1,24,LONG DELAY,14.35,10+ km
ORD10241,01-06-2026,Bengaluru,Bicycle,CLEAR,14.80,69,94,198,2,25,LONG DELAY,13.38,10+ km
ORD10242,12-30-2025,Delhi,EV Scooter,CLEAR,9.20,46,61,92,4,15,SLIGHT DELAY,10.00,5-10 km
ORD10243,11-13-2025,Mumbai,Petrol Bike,TRAFFIC,10.80,53,70,158,1,17,LONG DELAY,14.63,10+ km
ORD10244,01-09-2026,Delhi,EV Scooter,RAINY,6.50,36,76,115,1,40,LONG DELAY,17.69,5-10 km
ORD10245,01-11-2025,Bengaluru,Petrol Bike,CLEAR,7.30,39,35,73,4,-4,ON TIME,10.00,5-10 km
ORD10246,27-02-2026,Mumbai,Petrol Bike,RAINY,NULL,23,22,33,4,-1,ON TIME,NULL,Unknown
ORD10247,19-12-2025,Bengaluru,Petrol Bike,CLEAR,7.90,41,47,79,4,6,SLIGHT DELAY,10.00,5-10 km
ORD10248,09-27-2025,Delhi,Bicycle,CLEAR,4.20,26,21,42,NULL,-5,ON TIME,10.00,0-5 km
ORD10249,09-10-2025,Delhi,EV Scooter,TRAFFIC,4.10,26,28,41,5,2,SLIGHT DELAY,10.00,0-5 km
ORD10250,10-01-2025,Bengaluru,EV Scooter,RAINY,12.30,59,80,173,2,21,LONG DELAY,14.07,10+ km
ORD10251,11-19-2025,Mumbai,Petrol Bike,CLEAR,6.20,34,38,62,4,4,SLIGHT DELAY,10.00,5-10 km
ORD10252,01-05-2026,Delhi,EV Scooter,RAINY,NULL,22,55,81,1,33,LONG DELAY,NULL,Unknown
ORD10253,02-16-2026,Delhi,Bicycle,RAINY,2.50,20,22,25,4,2,SLIGHT DELAY,10.00,0-5 km
ORD10254,10-30-2025,Mumbai,Petrol Bike,RAINY,7.40,39,36,74,NULL,-3,ON TIME,10.00,5-10 km
ORD10255,12-21-2025,Bengaluru,EV Scooter,RAINY,4.70,28,58,97,2,30,LONG DELAY,20.64,0-5 km
ORD10256,09-20-2025,Bengaluru,Bicycle,CLEAR,3.20,22,22,32,4,0,ON TIME,10.00,0-5 km
ORD10257,10-24-2025,Mumbai,Petrol Bike,CLEAR,2.30,19,23,23,4,4,SLIGHT DELAY,10.00,0-5 km
ORD10258,08-10-2025,Bengaluru,Petrol Bike,TRAFFIC,8.20,42,66,132,1,24,LONG DELAY,16.10,5-10 km
ORD10259,01-21-2026,Bengaluru,EV Scooter,TRAFFIC,2.40,19,18,24,4,-1,ON TIME,10.00,0-5 km
ORD10260,12-05-2025,Delhi,EV Scooter,RAINY,13.80,65,87,188,2,22,LONG DELAY,13.62,10+ km
ORD10261,24-11-2025,Mumbai,EV Scooter,RAINY,13.90,65,98,189,1,33,LONG DELAY,13.60,10+ km
ORD10262,30-11-2025,Bengaluru,Petrol Bike,RAINY,7.20,38,37,72,4,-1,ON TIME,10.00,5-10 km
ORD10263,01-19-2026,Bengaluru,Petrol Bike,TRAFFIC,2.90,21,22,29,4,1,SLIGHT DELAY,10.00,0-5 km
ORD10264,09-05-2025,Delhi,Bicycle,RAINY,7.70,40,50,77,5,10,SLIGHT DELAY,10.00,5-10 km
ORD10265,11-21-2025,Bengaluru,Petrol Bike,CLEAR,12.30,59,89,173,1,30,LONG DELAY,14.07,10+ km
ORD10266,16-02-2026,Mumbai,Bicycle,CLEAR,11.70,56,78,167,2,22,LONG DELAY,14.27,10+ km
ORD10267,15-10-2025,Mumbai,Petrol Bike,RAINY,13.80,65,80,138,4,15,SLIGHT DELAY,10.00,10+ km
ORD10268,01-05-2026,Bengaluru,Petrol Bike,CLEAR,2.30,19,21,23,NULL,2,SLIGHT DELAY,10.00,0-5 km
ORD10269,10-22-2025,Bengaluru,Bicycle,RAINY,13.90,65,90,189,1,25,LONG DELAY,13.60,10+ km
ORD10270,12-03-2025,Bengaluru,Bicycle,TRAFFIC,9.20,46,71,142,1,25,LONG DELAY,15.43,5-10 km
ORD10271,02-11-2026,Delhi,Petrol Bike,RAINY,10.90,53,79,159,1,26,LONG DELAY,14.59,10+ km
ORD10272,15-11-2025,Delhi,EV Scooter,TRAFFIC,12.90,61,77,179,1,16,LONG DELAY,13.88,10+ km
ORD10273,06-01-2026,Delhi,EV Scooter,RAINY,5.90,33,63,109,1,30,LONG DELAY,18.47,5-10 km
ORD10274,11-25-2025,Bengaluru,EV Scooter,RAINY,10.70,52,83,157,NULL,31,LONG DELAY,14.67,10+ km
ORD10275,12-17-2025,Mumbai,Petrol Bike,TRAFFIC,5.90,33,40,59,4,7,SLIGHT DELAY,10.00,5-10 km
ORD10276,09-09-2025,Bengaluru,Petrol Bike,CLEAR,2.00,18,18,20,4,0,ON TIME,10.00,0-5 km
ORD10277,09-24-2025,Mumbai,Petrol Bike,CLEAR,7.00,38,38,70,4,0,ON TIME,10.00,5-10 km
ORD10278,10-19-2025,Mumbai,Bicycle,RAINY,10.20,50,74,152,2,24,LONG DELAY,14.90,10+ km
ORD10279,19-12-2025,Delhi,Bicycle,TRAFFIC,3.80,25,20,38,4,-5,ON TIME,10.00,0-5 km
ORD10280,12-11-2025,Delhi,Petrol Bike,CLEAR,NULL,50,77,150,2,27,LONG DELAY,NULL,Unknown
ORD10281,12-22-2025,Bengaluru,Petrol Bike,CLEAR,3.10,22,20,31,5,-2,ON TIME,10.00,0-5 km
ORD10282,20-01-2026,Mumbai,Bicycle,TRAFFIC,14.50,68,98,195,NULL,30,LONG DELAY,13.45,10+ km
ORD10283,09-09-2025,Mumbai,Bicycle,RAINY,2.70,20,29,27,4,9,SLIGHT DELAY,10.00,0-5 km
ORD10284,18-12-2025,Delhi,Petrol Bike,RAINY,15.00,70,89,200,NULL,19,LONG DELAY,13.33,10+ km
ORD10285,01-20-2026,Bengaluru,Bicycle,TRAFFIC,13.80,65,80,138,5,15,SLIGHT DELAY,10.00,10+ km
ORD10286,01-24-2026,Delhi,EV Scooter,CLEAR,8.90,45,63,139,2,18,LONG DELAY,15.62,5-10 km
ORD10287,02-15-2026,Mumbai,Petrol Bike,CLEAR,3.40,23,30,34,NULL,7,SLIGHT DELAY,10.00,0-5 km
ORD10288,11-24-2025,Bengaluru,Bicycle,TRAFFIC,13.90,65,91,189,2,26,LONG DELAY,13.60,10+ km
ORD10289,02-26-2026,Delhi,EV Scooter,RAINY,5.20,30,73,102,2,43,LONG DELAY,19.62,5-10 km
ORD10290,23-09-2025,Bengaluru,Petrol Bike,TRAFFIC,11.60,56,82,166,NULL,26,LONG DELAY,14.31,10+ km
ORD10291,13-12-2025,Delhi,Bicycle,CLEAR,3.40,23,24,34,NULL,1,SLIGHT DELAY,10.00,0-5 km
ORD10292,21-10-2025,Delhi,Petrol Bike,TRAFFIC,9.90,49,67,149,2,18,LONG DELAY,15.05,5-10 km
ORD10293,12-31-2025,Bengaluru,Petrol Bike,RAINY,NULL,60,83,177,NULL,23,LONG DELAY,NULL,Unknown
ORD10294,01-25-2026,Bengaluru,EV Scooter,RAINY,10.50,52,80,155,1,28,LONG DELAY,14.76,10+ km
ORD10295,10-15-2025,Bengaluru,EV Scooter,RAINY,9.50,48,77,145,2,29,LONG DELAY,15.26,5-10 km
ORD10296,11-29-2025,Bengaluru,Petrol Bike,RAINY,10.50,52,79,155,2,27,LONG DELAY,14.76,10+ km
ORD10297,12-11-2025,Bengaluru,Petrol Bike,CLEAR,5.70,32,35,57,5,3,SLIGHT DELAY,10.00,5-10 km
ORD10298,14-02-2026,Bengaluru,Bicycle,RAINY,13.60,64,91,186,1,27,LONG DELAY,13.68,10+ km
ORD10299,11-06-2025,Mumbai,Petrol Bike,CLEAR,9.20,46,67,142,2,21,LONG DELAY,15.43,5-10 km
ORD10300,01-08-2026,Bengaluru,Bicycle,RAINY,5.10,30,40,51,4,10,SLIGHT DELAY,10.00,5-10 km
ORD10301,15-02-2026,Bengaluru,EV Scooter,RAINY,6.90,37,67,119,2,30,LONG DELAY,17.25,5-10 km
ORD10302,02-10-2026,Mumbai,EV Scooter,TRAFFIC,13.50,64,82,185,2,18,LONG DELAY,13.70,10+ km
ORD10303,09-10-2025,Bengaluru,Petrol Bike,TRAFFIC,14.80,69,98,198,1,29,LONG DELAY,13.38,10+ km
ORD10304,02-09-2026,Bengaluru,Bicycle,CLEAR,1.10,14,17,11,4,3,SLIGHT DELAY,10.00,0-5 km
ORD10305,23-09-2025,Mumbai,Bicycle,TRAFFIC,6.60,36,46,66,4,10,SLIGHT DELAY,10.00,5-10 km
ORD10306,11-22-2025,Mumbai,EV Scooter,CLEAR,10.50,52,74,155,2,22,LONG DELAY,14.76,10+ km
ORD10307,01-29-2026,Bengaluru,EV Scooter,RAINY,14.30,67,101,193,2,34,LONG DELAY,13.50,10+ km
ORD10308,10-05-2025,Mumbai,Petrol Bike,RAINY,NULL,23,999,83,1,976,LONG DELAY,NULL,Unknown
ORD10309,08-01-2026,Bengaluru,Bicycle,CLEAR,6.30,35,38,63,4,3,SLIGHT DELAY,10.00,5-10 km
ORD10310,06-09-2025,Bengaluru,Petrol Bike,TRAFFIC,6.30,35,38,63,4,3,SLIGHT DELAY,10.00,5-10 km
ORD10311,02-17-2026,Mumbai,Bicycle,RAINY,6.90,37,35,69,5,-2,ON TIME,10.00,5-10 km
ORD10312,10-21-2025,Delhi,Petrol Bike,RAINY,6.00,34,42,60,5,8,SLIGHT DELAY,10.00,5-10 km
ORD10313,01-02-2026,Bengaluru,EV Scooter,CLEAR,13.70,64,94,187,1,30,LONG DELAY,13.65,10+ km
ORD10314,11-05-2025,Mumbai,Petrol Bike,RAINY,7.50,40,38,75,5,-2,ON TIME,10.00,5-10 km
ORD10315,12-19-2025,Bengaluru,EV Scooter,CLEAR,12.90,61,81,179,2,20,LONG DELAY,13.88,10+ km
ORD10316,27-11-2025,Mumbai,Petrol Bike,TRAFFIC,4.80,29,36,48,5,7,SLIGHT DELAY,10.00,0-5 km
ORD10317,29-09-2025,Delhi,EV Scooter,RAINY,2.50,20,58,75,2,38,LONG DELAY,30.00,0-5 km
ORD10318,12-01-2025,Delhi,Bicycle,RAINY,7.80,41,51,78,NULL,10,SLIGHT DELAY,10.00,5-10 km
ORD10319,09-04-2025,Delhi,Bicycle,RAINY,14.70,68,93,197,1,25,LONG DELAY,13.40,10+ km
ORD10320,01-02-2026,Delhi,Bicycle,TRAFFIC,3.10,22,999,81,2,977,LONG DELAY,26.13,0-5 km
ORD10321,09-20-2025,Bengaluru,EV Scooter,RAINY,14.60,68,89,196,2,21,LONG DELAY,13.42,10+ km
ORD10322,12-27-2025,Mumbai,Petrol Bike,CLEAR,13.00,62,91,180,1,29,LONG DELAY,13.85,10+ km
ORD10323,01-21-2026,Delhi,EV Scooter,RAINY,13.50,64,101,185,2,37,LONG DELAY,13.70,10+ km
ORD10324,10-28-2025,Bengaluru,Bicycle,TRAFFIC,11.00,54,80,160,NULL,26,LONG DELAY,14.55,10+ km
ORD10325,02-10-2026,Bengaluru,Bicycle,RAINY,10.80,53,69,158,2,16,LONG DELAY,14.63,10+ km
ORD10326,19-10-2025,Delhi,Petrol Bike,RAINY,7.40,39,40,74,NULL,1,SLIGHT DELAY,10.00,5-10 km
ORD10327,02-20-2026,Delhi,Petrol Bike,TRAFFIC,10.20,50,69,152,1,19,LONG DELAY,14.90,10+ km
ORD10328,01-28-2026,Mumbai,EV Scooter,RAINY,11.20,54,78,162,2,24,LONG DELAY,14.46,10+ km
ORD10329,02-03-2026,Delhi,EV Scooter,RAINY,6.60,36,66,116,1,30,LONG DELAY,17.58,5-10 km
ORD10330,10-01-2026,Delhi,Bicycle,RAINY,11.00,54,75,160,2,21,LONG DELAY,14.55,10+ km
ORD10331,10-04-2025,Delhi,EV Scooter,RAINY,10.90,53,97,159,2,44,LONG DELAY,14.59,10+ km
ORD10332,15-01-2026,Delhi,Petrol Bike,CLEAR,8.30,43,58,83,4,15,SLIGHT DELAY,10.00,5-10 km
ORD10333,10-12-2025,Delhi,Petrol Bike,RAINY,12.80,61,85,178,2,24,LONG DELAY,13.91,10+ km
ORD10334,02-20-2026,Delhi,EV Scooter,TRAFFIC,4.30,27,31,43,5,4,SLIGHT DELAY,10.00,0-5 km
ORD10335,02-23-2026,Mumbai,EV Scooter,CLEAR,11.40,55,76,164,2,21,LONG DELAY,14.39,10+ km
ORD10336,02-28-2026,Bengaluru,Bicycle,RAINY,11.90,57,78,169,1,21,LONG DELAY,14.20,10+ km
ORD10337,10-01-2026,Bengaluru,Petrol Bike,RAINY,8.80,45,64,138,1,19,LONG DELAY,15.68,5-10 km
ORD10338,10-10-2025,Bengaluru,Bicycle,CLEAR,11.80,57,81,168,NULL,24,LONG DELAY,14.24,10+ km
ORD10339,13-01-2026,Bengaluru,Bicycle,CLEAR,12.00,58,78,170,1,20,LONG DELAY,14.17,10+ km
ORD10340,02-17-2026,Bengaluru,Petrol Bike,RAINY,14.30,67,97,193,1,30,LONG DELAY,13.50,10+ km
ORD10341,11-01-2025,Mumbai,Bicycle,RAINY,14.40,67,92,194,1,25,LONG DELAY,13.47,10+ km
ORD10342,12-11-2025,Mumbai,Petrol Bike,TRAFFIC,7.80,41,45,78,4,4,SLIGHT DELAY,10.00,5-10 km
ORD10343,01-16-2026,Delhi,EV Scooter,RAINY,10.40,51,95,154,1,44,LONG DELAY,14.81,10+ km
ORD10344,12-21-2025,Bengaluru,Bicycle,RAINY,1.30,15,20,13,4,5,SLIGHT DELAY,10.00,0-5 km
ORD10345,01-26-2026,Bengaluru,Petrol Bike,TRAFFIC,7.30,39,46,73,4,7,SLIGHT DELAY,10.00,5-10 km
ORD10346,06-02-2026,Delhi,Bicycle,CLEAR,10.80,53,70,158,2,17,LONG DELAY,14.63,10+ km
ORD10347,23-09-2025,Mumbai,Petrol Bike,TRAFFIC,12.50,60,75,125,4,15,SLIGHT DELAY,10.00,10+ km
ORD10348,18-01-2026,Delhi,EV Scooter,RAINY,10.50,52,97,155,1,45,LONG DELAY,14.76,10+ km
ORD10349,02-10-2025,Mumbai,Bicycle,TRAFFIC,8.50,44,61,135,2,17,LONG DELAY,15.88,5-10 km
ORD10350,10-01-2026,Bengaluru,EV Scooter,RAINY,3.70,24,49,87,1,25,LONG DELAY,23.51,0-5 km
ORD10351,01-19-2026,Mumbai,EV Scooter,RAINY,10.40,51,79,154,2,28,LONG DELAY,14.81,10+ km
ORD10352,02-19-2026,Bengaluru,Petrol Bike,CLEAR,13.60,64,89,186,2,25,LONG DELAY,13.68,10+ km
ORD10353,01-24-2026,Bengaluru,Petrol Bike,RAINY,1.10,14,16,11,5,2,SLIGHT DELAY,10.00,0-5 km
ORD10354,02-21-2026,Mumbai,Petrol Bike,TRAFFIC,6.00,34,38,60,4,4,SLIGHT DELAY,10.00,5-10 km
ORD10355,10-06-2025,Bengaluru,Petrol Bike,CLEAR,11.20,54,69,112,5,15,SLIGHT DELAY,10.00,10+ km
ORD10356,09-10-2025,Mumbai,Bicycle,TRAFFIC,10.20,50,69,152,2,19,LONG DELAY,14.90,10+ km
ORD10357,09-24-2025,Mumbai,EV Scooter,RAINY,12.90,61,106,179,1,45,LONG DELAY,13.88,10+ km
ORD10358,01-23-2026,Bengaluru,Bicycle,TRAFFIC,14.10,66,82,191,1,16,LONG DELAY,13.55,10+ km
ORD10359,19-02-2026,Delhi,Petrol Bike,TRAFFIC,7.60,40,49,76,5,9,SLIGHT DELAY,10.00,5-10 km
ORD10360,02-10-2026,Delhi,Bicycle,RAINY,9.10,46,66,141,1,20,LONG DELAY,15.49,5-10 km
ORD10361,10-28-2025,Bengaluru,Petrol Bike,TRAFFIC,12.10,58,73,121,4,15,SLIGHT DELAY,10.00,10+ km
ORD10362,11-11-2025,Bengaluru,EV Scooter,RAINY,9.40,47,70,144,2,23,LONG DELAY,15.32,5-10 km
ORD10363,01-01-2026,Mumbai,EV Scooter,TRAFFIC,NULL,15,11,13,4,-4,ON TIME,NULL,Unknown
ORD10364,25-01-2026,Bengaluru,Petrol Bike,RAINY,8.20,42,69,132,1,27,LONG DELAY,16.10,5-10 km
ORD10365,11-12-2025,Bengaluru,Petrol Bike,TRAFFIC,13.10,62,82,181,1,20,LONG DELAY,13.82,10+ km
ORD10366,10-17-2025,Mumbai,Petrol Bike,RAINY,11.10,54,79,161,1,25,LONG DELAY,14.50,10+ km
ORD10367,28-09-2025,Mumbai,Bicycle,TRAFFIC,12.60,60,78,176,1,18,LONG DELAY,13.97,10+ km
ORD10368,01-10-2025,Delhi,EV Scooter,CLEAR,13.60,64,92,186,1,28,LONG DELAY,13.68,10+ km
ORD10369,01-02-2026,Mumbai,Petrol Bike,CLEAR,7.00,38,41,70,4,3,SLIGHT DELAY,10.00,5-10 km
ORD10370,14-12-2025,Bengaluru,Bicycle,CLEAR,9.10,46,64,141,1,18,LONG DELAY,15.49,5-10 km
ORD10371,02-12-2025,Mumbai,Bicycle,RAINY,4.70,28,36,47,5,8,SLIGHT DELAY,10.00,0-5 km
ORD10372,01-21-2026,Bengaluru,Bicycle,TRAFFIC,4.60,28,32,46,5,4,SLIGHT DELAY,10.00,0-5 km
ORD10373,16-02-2026,Bengaluru,Petrol Bike,RAINY,2.40,19,26,24,4,7,SLIGHT DELAY,10.00,0-5 km
ORD10374,09-02-2025,Delhi,EV Scooter,TRAFFIC,NULL,66,94,190,NULL,28,LONG DELAY,NULL,Unknown
ORD10375,12-08-2025,Mumbai,Bicycle,RAINY,11.00,54,70,160,2,16,LONG DELAY,14.55,10+ km
ORD10376,02-16-2026,Mumbai,Petrol Bike,RAINY,NULL,16,18,15,5,2,SLIGHT DELAY,NULL,Unknown
ORD10377,11-10-2025,Bengaluru,Petrol Bike,RAINY,10.40,51,78,154,1,27,LONG DELAY,14.81,10+ km
ORD10378,01-22-2026,Bengaluru,Petrol Bike,RAINY,4.20,26,27,42,4,1,SLIGHT DELAY,10.00,0-5 km
ORD10379,09-28-2025,Mumbai,Petrol Bike,RAINY,14.30,67,90,193,2,23,LONG DELAY,13.50,10+ km
ORD10380,01-23-2026,Bengaluru,Petrol Bike,TRAFFIC,10.50,52,67,105,5,15,SLIGHT DELAY,10.00,10+ km
ORD10381,02-21-2026,Delhi,Petrol Bike,TRAFFIC,14.40,67,82,144,NULL,15,SLIGHT DELAY,10.00,10+ km
ORD10382,27-11-2025,Bengaluru,Petrol Bike,RAINY,5.90,33,36,59,4,3,SLIGHT DELAY,10.00,5-10 km
ORD10383,11-01-2025,Bengaluru,EV Scooter,RAINY,12.70,60,99,177,1,39,LONG DELAY,13.94,10+ km
ORD10384,02-17-2026,Bengaluru,Bicycle,CLEAR,12.90,61,87,179,2,26,LONG DELAY,13.88,10+ km
ORD10385,09-01-2026,Bengaluru,Bicycle,RAINY,1.80,17,25,18,5,8,SLIGHT DELAY,10.00,0-5 km
ORD10386,10-15-2025,Bengaluru,Bicycle,TRAFFIC,5.40,31,999,104,1,968,LONG DELAY,19.26,5-10 km
ORD10387,06-11-2025,Bengaluru,EV Scooter,RAINY,7.60,40,79,126,2,39,LONG DELAY,16.58,5-10 km
ORD10388,12-05-2025,Mumbai,Petrol Bike,TRAFFIC,3.50,24,23,35,4,-1,ON TIME,10.00,0-5 km
ORD10389,01-21-2026,Mumbai,EV Scooter,RAINY,12.20,58,101,172,1,43,LONG DELAY,14.10,10+ km
ORD10390,02-09-2026,Delhi,Petrol Bike,TRAFFIC,5.20,30,26,52,4,-4,ON TIME,10.00,5-10 km
ORD10391,09-02-2026,Delhi,Petrol Bike,RAINY,6.10,34,37,61,5,3,SLIGHT DELAY,10.00,5-10 km
ORD10392,10-21-2025,Delhi,Bicycle,RAINY,14.70,68,92,197,2,24,LONG DELAY,13.40,10+ km
ORD10393,09-21-2025,Bengaluru,Petrol Bike,RAINY,13.20,62,87,182,2,25,LONG DELAY,13.79,10+ km
ORD10394,10-12-2025,Bengaluru,Petrol Bike,RAINY,10.90,53,80,159,2,27,LONG DELAY,14.59,10+ km
ORD10395,12-25-2025,Bengaluru,EV Scooter,RAINY,11.20,54,95,162,1,41,LONG DELAY,14.46,10+ km
ORD10396,25-09-2025,Mumbai,Bicycle,CLEAR,1.40,15,22,14,4,7,SLIGHT DELAY,10.00,0-5 km
ORD10397,02-15-2026,Mumbai,Petrol Bike,RAINY,4.50,28,32,45,NULL,4,SLIGHT DELAY,10.00,0-5 km
ORD10398,11-23-2025,Mumbai,Bicycle,RAINY,8.70,44,63,137,1,19,LONG DELAY,15.75,5-10 km
ORD10399,02-10-2026,Mumbai,Bicycle,RAINY,13.70,64,94,187,2,30,LONG DELAY,13.65,10+ km
ORD10400,10-10-2025,Bengaluru,Bicycle,RAINY,5.80,33,43,58,5,10,SLIGHT DELAY,10.00,5-10 km
ORD10401,09-03-2025,Delhi,Petrol Bike,RAINY,12.20,58,84,172,2,26,LONG DELAY,14.10,10+ km
ORD10402,02-13-2026,Mumbai,EV Scooter,RAINY,2.10,18,58,71,2,40,LONG DELAY,33.81,0-5 km
ORD10403,11-08-2025,Delhi,EV Scooter,RAINY,2.90,21,44,79,2,23,LONG DELAY,27.24,0-5 km
ORD10404,22-11-2025,Bengaluru,Bicycle,CLEAR,3.60,24,22,36,5,-2,ON TIME,10.00,0-5 km
ORD10405,09-10-2025,Bengaluru,Petrol Bike,TRAFFIC,5.40,31,41,54,4,10,SLIGHT DELAY,10.00,5-10 km
ORD10406,08-10-2025,Delhi,Petrol Bike,CLEAR,8.60,44,64,136,2,20,LONG DELAY,15.81,5-10 km
ORD10407,11-03-2025,Mumbai,EV Scooter,CLEAR,3.80,25,23,38,5,-2,ON TIME,10.00,0-5 km
ORD10408,22-11-2025,Delhi,EV Scooter,CLEAR,4.50,28,32,45,4,4,SLIGHT DELAY,10.00,0-5 km
ORD10409,12-21-2025,Bengaluru,Petrol Bike,CLEAR,6.50,36,999,115,2,963,LONG DELAY,17.69,5-10 km
ORD10410,23-09-2025,Mumbai,EV Scooter,RAINY,14.00,66,110,190,1,44,LONG DELAY,13.57,10+ km
ORD10411,10-03-2025,Bengaluru,Bicycle,RAINY,12.30,59,88,173,2,29,LONG DELAY,14.07,10+ km
ORD10412,09-11-2025,Mumbai,Bicycle,RAINY,8.60,44,74,136,2,30,LONG DELAY,15.81,5-10 km
ORD10413,02-01-2026,Mumbai,EV Scooter,CLEAR,8.40,43,72,134,2,29,LONG DELAY,15.95,5-10 km
ORD10414,01-08-2026,Bengaluru,EV Scooter,RAINY,11.90,57,84,169,2,27,LONG DELAY,14.20,10+ km
ORD10415,20-01-2026,Bengaluru,Petrol Bike,TRAFFIC,10.00,50,68,150,1,18,LONG DELAY,15.00,5-10 km
ORD10416,09-09-2025,Mumbai,EV Scooter,CLEAR,1.40,15,22,14,NULL,7,SLIGHT DELAY,10.00,0-5 km
ORD10417,19-09-2025,Bengaluru,Bicycle,TRAFFIC,14.00,66,83,190,2,17,LONG DELAY,13.57,10+ km
ORD10418,12-16-2025,Delhi,Bicycle,CLEAR,12.50,60,83,175,NULL,23,LONG DELAY,14.00,10+ km
ORD10419,11-01-2026,Delhi,EV Scooter,TRAFFIC,3.70,24,26,37,5,2,SLIGHT DELAY,10.00,0-5 km
ORD10420,01-26-2026,Mumbai,Bicycle,TRAFFIC,13.40,63,83,184,2,20,LONG DELAY,13.73,10+ km
ORD10421,02-01-2026,Bengaluru,Petrol Bike,RAINY,12.80,61,89,178,2,28,LONG DELAY,13.91,10+ km
ORD10422,10-25-2025,Mumbai,Bicycle,RAINY,6.00,34,43,60,4,9,SLIGHT DELAY,10.00,5-10 km
ORD10423,11-01-2026,Bengaluru,EV Scooter,RAINY,14.80,69,95,198,2,26,LONG DELAY,13.38,10+ km
ORD10424,01-25-2026,Bengaluru,EV Scooter,CLEAR,7.40,39,38,74,4,-1,ON TIME,10.00,5-10 km
ORD10425,09-24-2025,Mumbai,EV Scooter,CLEAR,11.10,54,84,161,1,30,LONG DELAY,14.50,10+ km
ORD10426,01-26-2026,Delhi,EV Scooter,RAINY,5.90,33,66,109,1,33,LONG DELAY,18.47,5-10 km
